,Journey_day,Journey_month,dep_hour,dep_minute,arr_hour,arr_minute,duration_hours,duration_mins,Total_Stop_n,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
232,21,6,2,55,4,20,1,25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
233,1,3,22,50,8,15,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,18,5,0,30,3,25,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,9,3,15,15,20,25,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,9,5,17,50,1,30,7,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
237,12,3,22,10,0,55,2,45,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
238,15,6,6,0,12,35,6,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
239,24,5,19,0,11,5,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,9,5,9,35,14,25,28,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,3,6,8,0,21,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
242,6,3,8,50,23,25,14,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,6,6,16,55,19,55,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,9,6,15,5,1,30,10,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
245,21,5,23,5,19,0,19,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
246,9,5,8,20,21,50,13,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
247,15,4,7,0,9,40,2,40,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
248,6,6,10,0,21,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
249,24,5,11,25,1,30,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
250,3,3,5,25,4,25,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
251,27,5,5,15,19,15,38,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
252,6,3,13,0,19,15,6,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
253,6,3,10,45,15,30,4,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
254,18,5,12,50,19,15,6,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
255,6,6,6,45,4,25,21,40,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
256,27,5,7,5,16,10,9,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
257,15,6,18,5,21,10,3,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
258,27,6,13,25,12,35,23,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
259,12,5,9,20,14,15,4,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
260,18,5,16,45,8,55,16,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,27,3,2,30,4,0,1,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
262,24,5,16,55,19,55,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
263,24,3,13,55,20,40,6,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,21,6,6,0,8,45,2,45,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
265,3,3,23,30,2,20,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,27,5,23,5,12,35,13,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
267,24,6,21,15,0,15,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,6,5,16,30,23,35,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,9,3,7,30,19,15,11,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
270,24,6,13,0,19,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
271,12,6,7,0,5,25,22,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,21,5,11,30,14,20,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
273,15,5,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
274,1,5,17,0,23,25,6,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
275,3,6,5,55,8,35,2,40,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
276,9,4,9,45,0,55,15,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
277,6,5,21,10,16,20,19,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,15,5,14,5,19,50,5,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,3,3,7,45,10,40,2,55,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,27,3,11,55,22,20,10,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
281,3,6,19,15,4,25,9,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
282,1,3,20,40,9,25,12,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
283,9,5,20,20,20,20,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
284,21,3,8,15,22,55,14,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,15,3,6,55,9,35,2,40,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
286,15,3,7,10,10,5,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,21,4,9,45,8,15,22,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
288,1,4,16,0,21,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
289,9,3,6,40,22,20,15,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
290,6,3,23,5,4,25,5,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
291,12,3,17,25,13,55,20,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,1,6,9,45,9,25,23,40,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
293,1,5,7,10,23,25,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
294,12,6,5,30,4,25,22,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
295,6,3,14,40,22,55,8,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
296,12,6,9,35,18,0,8,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297,24,5,9,50,8,55,23,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,1,4,16,30,12,0,19,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,18,3,8,50,11,10,26,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,21,5,15,15,20,30,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,9,5,21,0,23,50,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
302,6,3,8,20,10,35,2,15,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
303,18,5,13,0,1,30,12,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
304,9,3,8,0,9,10,25,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,18,5,11,25,1,30,14,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
306,6,6,17,0,14,25,21,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,21,3,15,50,17,20,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
308,1,6,10,35,19,15,8,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
309,9,6,15,15,20,5,4,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
310,24,4,8,30,11,20,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311,6,5,10,0,20,25,10,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,9,5,14,30,8,55,18,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,1,5,6,30,16,20,9,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,3,3,15,0,16,25,1,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
315,9,6,12,0,7,40,19,40,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
316,3,6,15,45,22,5,6,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
317,6,6,6,30,16,20,9,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,9,6,18,15,4,25,10,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
319,15,5,9,10,13,15,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,6,3,11,50,11,35,23,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,18,5,17,45,20,45,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,21,3,19,10,10,15,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,12,6,2,15,19,0,16,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
324,6,3,6,45,23,25,16,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,27,5,5,15,7,40,2,25,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
326,15,6,15,0,19,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
327,24,3,9,55,10,50,24,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
328,21,5,20,45,7,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
329,15,6,13,15,7,40,18,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
330,1,4,8,20,11,20,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,27,5,21,5,23,55,2,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,15,3,5,45,7,5,1,20,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
333,24,3,5,45,8,35,2,50,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
334,3,6,20,25,1,30,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
335,15,4,19,50,22,50,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,9,3,6,0,12,55,6,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
337,12,5,14,5,18,15,28,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,18,5,15,10,23,30,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,9,6,17,15,19,15,26,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
340,21,6,7,45,10,40,2,55,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341,9,5,16,50,5,35,12,45,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,12,6,10,0,19,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
343,18,6,21,5,22,25,1,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
344,6,6,16,50,13,45,20,55,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,21,4,17,15,19,50,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,21,5,18,55,18,15,23,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,1,4,15,15,20,5,4,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
348,12,5,8,25,12,0,27,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,3,6,20,0,4,25,8,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
350,6,5,21,25,19,0,21,35,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
351,6,6,7,10,22,40,15,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
352,21,5,6,40,19,0,12,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
353,12,6,11,30,1,30,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
354,15,5,18,55,23,35,28,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,27,3,7,35,22,20,14,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
356,1,3,8,0,19,10,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,18,3,22,50,21,20,22,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,27,3,16,35,22,50,6,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
359,24,5,10,0,19,15,9,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
360,9,6,11,30,14,5,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
361,18,5,7,35,12,10,4,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
362,3,5,19,35,21,5,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
363,24,3,9,55,22,55,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
364,21,5,17,0,9,5,16,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
365,1,6,7,30,19,15,11,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
366,12,5,7,5,8,30,1,25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
367,9,3,10,30,22,55,12,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,24,4,11,10,14,5,2,55,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369,15,3,11,40,7,40,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,12,4,0,30,3,25,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
371,27,3,13,55,4,25,14,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
372,9,5,5,55,8,35,2,40,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
373,1,4,10,20,12,55,2,35,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
374,12,3,8,55,9,10,24,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,1,4,9,35,22,5,12,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,12,6,9,0,21,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
377,9,5,6,30,8,15,25,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,21,5,2,0,7,25,5,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
379,6,5,8,35,17,15,8,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
380,1,4,22,50,19,0,20,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
381,24,3,8,25,19,40,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,1,6,11,30,1,30,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
383,24,3,6,0,8,45,2,45,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,27,5,10,35,19,35,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
385,6,3,4,45,19,15,14,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
386,9,3,2,55,4,25,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
387,18,6,6,55,9,30,2,35,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
388,1,5,15,15,17,45,2,30,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
389,12,3,7,0,20,20,13,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,27,6,19,10,19,0,23,50,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
391,15,5,7,0,19,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
392,6,6,22,10,1,0,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393,21,3,19,40,22,20,2,40,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
394,9,3,15,5,18,50,27,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
395,27,3,7,5,22,20,15,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
396,21,5,23,30,7,45,8,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
397,24,3,20,0,22,55,2,55,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,1,3,11,40,8,15,20,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,18,5,4,0,6,50,2,50,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,24,5,21,10,8,15,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,15,4,11,10,13,55,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,6,6,20,25,10,55,14,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,15,4,22,50,1,20,2,30,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
404,24,6,4,55,12,35,7,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
405,15,6,5,30,4,25,22,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
406,21,5,4,40,7,15,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
407,21,3,6,40,19,15,12,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
408,3,3,17,45,1,35,7,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
409,12,5,20,0,8,15,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
410,12,6,8,50,19,15,10,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
411,1,5,22,20,0,40,2,20,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
412,24,5,17,0,18,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,12,6,18,25,4,25,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
414,6,6,9,35,4,25,18,50,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
415,15,5,9,45,12,35,2,50,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
416,15,5,16,55,19,15,26,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
417,1,6,9,40,4,25,18,45,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
418,18,3,21,25,10,25,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,18,3,15,35,23,40,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
420,27,5,14,0,19,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
421,1,4,19,20,23,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,6,6,7,35,22,30,14,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
423,9,3,8,50,23,55,15,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,27,5,20,55,19,0,22,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
425,27,6,19,35,21,5,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
426,1,6,19,50,22,50,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,27,3,17,15,19,55,2,40,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,15,6,10,35,21,0,10,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
429,1,5,18,55,4,40,9,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,6,3,22,50,0,45,25,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,15,6,11,30,12,35,25,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
432,18,5,19,35,21,5,1,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
433,21,5,5,15,7,40,2,25,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
434,21,3,15,20,17,55,2,35,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,12,6,14,5,10,5,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,24,4,6,20,10,30,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,1,6,17,30,4,25,10,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
438,15,6,19,45,4,25,8,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
439,24,5,10,20,19,0,8,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
440,9,4,19,45,12,35,16,50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
441,1,3,13,10,14,30,1,20,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
442,9,5,9,35,19,10,9,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
443,18,5,9,45,12,0,2,15,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
444,15,5,7,30,19,15,11,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
445,18,5,11,40,21,0,9,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
446,27,6,9,40,12,35,26,55,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
447,24,5,6,55,9,30,2,35,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
448,3,3,7,0,18,50,11,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
449,6,3,13,5,22,20,9,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
450,1,5,14,55,22,30,7,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
451,15,5,6,30,23,35,17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
452,21,5,7,35,19,25,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,6,5,20,20,18,50,22,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
454,27,5,22,50,4,25,5,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
455,21,3,13,15,22,20,9,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
456,27,6,11,10,13,55,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,6,6,14,5,19,50,5,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
458,27,5,9,15,21,0,11,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
459,1,5,6,30,12,0,5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460,6,3,16,50,4,25,35,35,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
461,9,6,20,30,13,45,17,15,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,18,5,16,30,8,15,15,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,24,3,16,50,5,35,12,45,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464,21,4,14,25,17,40,3,15,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
465,18,5,9,40,4,25,18,45,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
466,6,6,12,30,9,25,20,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
467,1,6,11,0,14,15,3,15,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
